Gene	scL1P0001	scL1P0002	scL1P0003	scL1P0004	scL1P0005	scL1P0006	scL1P0007	scL1P0008	scL1P0009	scL1P0010	scL1P0011	scL1P0012	scL1P0013	scL1P0014	scL1P0015	scL1P0016	scL1P0017
YGR238C	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
YGR239C	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0
YGR240C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGR241C	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YGR244C	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
YGR245C	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YGR247W	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR248W	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGR249W	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
YGR250C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR251W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR252W	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YGR254W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGR256W	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
YGR257C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR258C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR260W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR262C	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
YGR264C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YGR267C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR270W	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YGR271W	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
YGR274C	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YGR275W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YGR276C	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR277C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR278W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR279C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YGR280C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YGR281W	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
YGR282C	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YGR284C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR285C	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
YGR287C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGR289C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YHL001W	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YHL002W	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YHL003C	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
YHL004W	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
YHL007C	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0
YHL009C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHL010C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YHL011C	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
YHL015W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YHL016C	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YHL019C	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YHL020C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YHL022C	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHL024W	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
YHL025W	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YHL027W	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
YHL028W	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0
YHL030W	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
YHL032C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHL033C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YHL034C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHL035C	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YHL036W	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YHL038C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHL040C	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YHL043W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YHL046C	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YHL047C	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
YHL048W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YHR004C	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
YHR005C	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
YHR006W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR007C	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YHR010W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YHR011W	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
YHR012W	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
YHR013C	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YHR014W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR015W	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
YHR018C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR019C	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YHR020W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YHR023W	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0
YHR024C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YHR025W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR026W	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
YHR028C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YHR030C	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	0
YHR031C	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR032W	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YHR036W	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
YHR038W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YHR039C	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YHR040W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR041C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR044C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR046C	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
YHR047C	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YHR050W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YHR052W	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YHR053C	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YHR055C	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YHR056C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR057C	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
YHR058C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR060W	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0
YHR061C	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0
YHR063C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR064C	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
YHR068W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR069C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR070W	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0
YHR071W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YHR072W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR072W-A	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR073W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR075C	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
YHR076W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YHR077C	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YHR079C	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
YHR079C-A	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR083W	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YHR086W	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR088W	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YHR089C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR090C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YHR091C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YHR092C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR094C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR096C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR098C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR101C	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YHR102W	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
YHR103W	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
YHR104W	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YHR106W	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
YHR107C	0	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1
YHR108W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR110W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YHR113W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YHR114W	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
YHR115C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR116W	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YHR118C	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YHR119W	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
YHR120W	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR121W	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR123W	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR124W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR127W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR128W	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR129C	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0
YHR133C	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0
YHR134W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YHR135C	0	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0
YHR137W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR138C	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
YHR139C	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YHR141C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YHR142W	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
YHR143W	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YHR144C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR146W	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
YHR147C	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YHR148W	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YHR152W	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YHR154W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YHR155W	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YHR157W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR158C	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1
YHR160C	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YHR165C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR167W	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR168W	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YHR169W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR170W	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YHR171W	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0
YHR172W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YHR174W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YHR176W	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YHR178W	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YHR179W	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
YHR181W	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YHR183W	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
YHR184W	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
YHR185C	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
YHR186C	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR187W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR188C	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YHR189W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YHR191C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR193C	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0
YHR194W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YHR195W	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YHR196W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YHR197W	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YHR200W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YHR201C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR203C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YHR204W	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YHR206W	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
YHR208W	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR211W	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
YHR215W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR216W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL002C	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
YIL003W	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YIL005W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YIL006W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL007C	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0
YIL008W	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YIL009C-A	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
YIL009W	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YIL010W	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YIL013C	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL015W	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
YIL016W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YIL018W	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YIL020C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL021W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL022W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YIL026C	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
YIL030C	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YIL031W	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YIL033C	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1	0	0
YIL034C	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0
YIL036W	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL037C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YIL038C	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL040W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL042C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL044C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
YIL045W	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
YIL047C	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
YIL048W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL049W	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YIL050W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YIL051C	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YIL052C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YIL053W	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YIL056W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL061C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL063C	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
YIL065C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YIL066C	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL068C	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
YIL069C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YIL070C	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YIL071C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YIL072W	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YIL073C	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YIL075C	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
YIL076W	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YIL083C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL084C	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
YIL085C	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
YIL088C	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL090W	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YIL091C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL093C	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
YIL094C	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL095W	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0
YIL097W	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YIL099W	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YIL101C	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YIL104C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL105C	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YIL106W	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
YIL107C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YIL109C	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YIL111W	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
YIL112W	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YIL114C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL116W	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL117C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YIL118W	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0
YIL119C	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
YIL120W	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YIL121W	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
YIL122W	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL123W	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
YIL125W	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
YIL126W	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIL129C	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
YIL131C	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
YIL132C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL133C	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
YIL134W	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL135C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL138C	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0
YIL139C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL143C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL144W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YIL145C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL147C	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0
YIL148W	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
YIL149C	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YIL150C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL153W	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
YIL154C	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
YIL155C	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YIL156W	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YIL159W	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0
YIL162W	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL164C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIL172C	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YIL173W	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
YIR001C	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
YIR002C	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YIR005W	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YIR008C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIR009W	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
YIR010W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIR011C	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
YIR012W	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
YIR015W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIR017C	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIR018W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIR019C	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
YIR021W	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIR023W	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIR024C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIR025W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIR026C	0	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	0
YIR027C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIR030C	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YIR032C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIR033W	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
YIR034C	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YIR037W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YIR038C	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
YIR039C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YJL002C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YJL004C	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
YJL005W	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0
YJL006C	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
YJL010C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL011C	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YJL012C	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YJL014W	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
YJL019W	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
YJL020C	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YJL023C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
YJL025W	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL026W	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL029C	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL030W	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJL031C	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YJL033W	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
YJL034W	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1
YJL035C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
